date,symbol,direction,quantity,price,commission,portfolio_value
2023-01-31,NVDA,1,3498,19.519649505615234,68.27973397064208,682965.7883842546
2023-02-01,NVDA,1,3344,20.924402236938477,69.97120108032227,699902.0404629518
2023-02-02,NVDA,1,4921,21.68971824645996,106.73510349082947,711655.4362929689
2023-02-03,NVDA,1,3316,21.08125877380371,69.9054540939331,699154.3817314702
2023-02-06,NVDA,1,3316,21.070268630981445,69.86901078033448,698824.1637544881
2023-02-07,NVDA,1,3286,22.153308868408203,72.79577294158936,727998.5472347051
2023-03-21,NVDA,1,1623,26.180177688598633,42.49042838859558,849891.5542876913
2023-09-25,NVDA,-1,16126,42.19950866699219,680.509276763916,1361041.9347108193
2023-09-27,NVDA,-1,16070,42.445377349853516,670.0002814674377,1364242.4625930216
2023-11-16,NVDA,1,13786,49.45364761352539,681.767986000061,1363572.4623115542
2023-11-17,NVDA,1,13804,49.27174377441406,680.1471510620117,1360382.9679995654
2024-04-26,NVDA,-1,13796,87.7000961303711,1209.9105262145997,2419941.0623493576
2024-04-29,NVDA,-1,5515,87.72207641601562,483.7872514343262,2419034.347883324
2024-05-02,NVDA,-1,14003,85.78285217285156,710.1962331390381,2402495.7231227346
2024-05-22,NVDA,1,5061,94.91222381591797,480.35076473236086,2401785.526889595
2024-05-23,NVDA,1,3536,103.75769805908203,366.8872203369141,2446072.121269516
2024-05-24,NVDA,1,2319,106.4266357421875,246.8033682861328,2468650.091310837
2024-05-29,NVDA,1,5575,114.77930450439453,639.8946226119996,2559581.0201508026
2024-05-30,NVDA,1,2252,110.45602416992188,248.74696643066406,2487645.9095324017
2024-06-04,NVDA,1,2232,116.39067077636719,259.78397717285156,2598630.2439105758
2024-08-01,NVDA,-1,11206,109.1755142211914,1223.4208123626709,2447032.551188591
2024-08-02,NVDA,-1,11315,107.23611450195312,1047.5896025695802,2426863.1345189894
2024-09-12,NVDA,1,4073,119.11256408691406,485.145473526001,2425815.5449164202
2024-09-13,NVDA,1,2036,119.07256317138672,242.43173861694336,2425167.4757139515
2024-09-18,NVDA,-1,10542,113.3438949584961,692.4178543014526,2389928.609862786
2024-09-23,NVDA,1,3083,116.23323059082031,358.347049911499,2389236.192008484
2024-09-25,NVDA,-1,1952,123.48155975341797,241.03600463867187,2411224.443766861
2024-09-26,NVDA,-1,9723,124.01143646240234,140.25693463897704,2411582.698320084
2024-10-04,NVDA,1,1930,124.89122772216797,241.0400695037842,2411442.4413854447
2024-10-07,NVDA,1,9462,127.69059753417969,1208.2084338684083,2416604.1850531236
2024-10-10,NVDA,1,1852,134.77896118164062,249.61063610839844,2496146.6152911303
2024-10-11,NVDA,1,2777,134.7689666748047,374.2534204559326,2495764.6374064866
2024-10-15,NVDA,1,1857,131.5697021484375,244.32493688964846,2444134.967009102
2024-12-13,NVDA,-1,1856,134.22833251953125,249.12778515625,2491421.6358466265
2024-12-17,NVDA,-1,9317,130.36895751953125,1214.6475772094727,2429337.6018114705
2024-12-19,NVDA,-1,9299,130.6588897705078,876.0678559112549,2430066.949977059
2025-01-29,NVDA,1,3928,123.6800308227539,485.81516107177737,2429190.8821211476
2025-02-03,NVDA,-1,10292,116.64117431640625,458.16653271484375,2401056.4386031423
2025-05-15,NVDA,1,2670,134.8206329345703,359.97108993530276,2400598.2720704274
2025-05-16,NVDA,1,2660,135.39059448242188,360.1389813232422,2401760.0983132557
2025-05-19,NVDA,1,1772,135.5605926513672,240.21337017822268,2402306.049572411
2025-05-20,NVDA,1,2672,134.37066650390625,359.0384208984375,2393614.9807029655
2025-05-23,NVDA,1,1800,131.2808837890625,236.30559082031252,2363056.406027184
2025-05-27,NVDA,1,1779,135.49058532714844,241.03775129699707,2411543.1860381705
2025-05-28,NVDA,1,2672,134.80064392089844,360.18732055664066,2402089.360689217
2025-05-30,NVDA,1,1781,135.12062072753906,240.64982551574707,2406856.8016950767
