date,symbol,direction,quantity,price,commission,portfolio_value
2021-11-16,AAPL,1,674,148.20887756347656,99.89278347778321,1000000.0
2021-11-17,AAPL,1,664,150.65281677246094,100.03347033691406,1001547.3222433777
2021-11-18,AAPL,1,650,154.9518585205078,100.71870803833008,1007199.4066319275
2021-11-19,AAPL,1,642,157.5823516845703,101.16786978149415,1012328.1083340454
2021-11-22,AAPL,1,320,158.0436248779297,50.5739599609375,1013440.088962799
2021-11-23,AAPL,1,640,158.42642211914062,101.39291015625,1014518.7668644104
2021-11-24,AAPL,1,639,158.94664001464844,101.56690296936036,1016284.9561991271
2021-11-26,AAPL,1,646,153.91143798828125,99.42678894042969,994889.5199266509
2021-11-29,AAPL,1,642,157.278076171875,100.97252490234375,1011202.45428273
2021-11-30,AAPL,1,320,162.24452209472656,51.9182470703125,1038501.3639141998
2021-12-03,AAPL,1,320,158.84849548339844,50.8315185546875,1018626.8383368072
2022-02-07,AAPL,-1,3198,168.70164489746094,539.5078603820801,1079241.8477606352
2022-02-08,AAPL,-1,3165,171.8169708251953,508.40641667175294,1087920.5893204194
2022-02-24,AAPL,1,3399,159.93539428710938,543.6204051818847,1087412.1829037475
2022-02-25,AAPL,1,675,162.0089874267578,109.35606651306152,1093916.7055802308
2022-03-01,AAPL,1,338,160.38742065429688,54.21094818115235,1087201.0864827118
2022-03-02,AAPL,1,673,163.68951416015625,110.16304302978516,1101715.7120823823
2022-03-08,AAPL,-1,3412,154.72669982910156,527.9274998168945,1056029.6381659394
2022-03-09,AAPL,-1,3323,160.1417236328125,267.91710363769533,1064561.0454897308
2022-03-31,AAPL,1,620,171.6007843017578,106.39248626708985,1064293.128386093
2022-04-01,AAPL,1,621,171.3059539794922,106.38099742126465,1064003.9411000214
2022-04-04,AAPL,1,304,175.36477661132812,53.310892089843755,1068934.5589887085
2022-04-05,AAPL,1,618,172.04302978515625,106.32259240722657,1063749.1492501833
2022-04-06,AAPL,1,3128,168.86868286132812,528.2212399902344,1056776.7142615356
2022-04-21,AAPL,1,628,163.5519256591797,102.71060931396485,1028117.5306649781
2022-05-06,AAPL,-1,630,154.7965850830078,97.52184860229492,976191.9591853028
2022-05-09,AAPL,-1,3170,149.65895080566406,474.4188740539551,948921.4896438294
2022-05-10,AAPL,-1,3135,152.07029724121094,322.236959854126,953556.7138666993
2022-06-07,AAPL,1,651,146.3618621826172,95.2815722808838,953234.4769068451
2022-06-10,AAPL,-1,1401,134.9647216796875,87.86203381347656,945719.656867157
2022-07-19,AAPL,1,318,148.61572265625,47.2597998046875,945631.7948333435
2022-07-20,AAPL,1,628,150.62350463867188,94.59156091308594,946223.009703949
2022-07-21,AAPL,1,620,152.8970489501953,94.7961703491211,948279.191061737
2022-07-22,AAPL,1,311,151.6569366455078,47.16530729675293,946242.3790222473
2022-07-25,AAPL,1,627,150.53494262695312,94.38540902709961,944089.2309421233
2022-07-26,AAPL,1,630,149.20626831054688,93.99994903564453,940667.845044815
2022-07-27,AAPL,1,619,154.31427001953125,95.52053314208985,956582.3224517363
2022-07-28,AAPL,1,618,154.865478515625,95.70686572265625,958555.4874044341
2022-08-01,AAPL,1,614,158.9597625732422,97.60129421997071,976355.8961545562
2022-08-03,AAPL,1,610,163.50682067871094,99.73916061401367,998925.379516098
2022-08-08,AAPL,1,305,162.4921112060547,49.56009391784668,993148.3408559723
2022-09-26,AAPL,-1,3065,148.595458984375,455.44508178710936,911108.5326541442
2022-10-04,AAPL,-1,3116,143.99281311035156,408.2196251678467,897604.5865195007
2022-11-15,AAPL,1,908,148.12130737304688,134.49414709472657,897196.3668943328
2022-11-16,AAPL,1,609,146.88726806640625,89.45434625244141,895941.3650568083
2022-11-17,AAPL,1,604,148.79258728027344,89.87072271728516,898742.2799579924
2022-11-18,AAPL,1,301,149.3553009033203,44.95594557189941,899845.9248297575
2022-11-21,AAPL,1,610,146.1172637939453,89.13153091430664,891958.4430052794
2022-11-22,AAPL,1,605,148.25950622558594,89.69700126647949,898364.5905270994
2022-11-23,AAPL,1,604,149.13816833496094,90.07945367431641,901470.5876176299
2022-11-25,AAPL,1,607,146.21595764160156,88.75308628845215,888987.4126134184
2022-11-28,AAPL,1,611,142.375732421875,86.99157250976563,870281.2476618956
2022-11-29,AAPL,1,612,139.36471557617188,85.29120593261719,853757.1151286925
2022-12-21,AAPL,-1,3063,133.7178955078125,409.5779139404297,819389.9792877501
2022-12-22,AAPL,-1,6200,130.53904724121094,392.6614541015625,809418.4257878722
