date,symbol,direction,quantity,price,commission,portfolio_value
2023-02-02,AAPL,1,543,148.89134216308594,80.84799879455566,809025.7643337706
2023-02-03,AAPL,1,531,152.52427673339844,80.99039094543457,810917.5998066558
2023-02-06,AAPL,1,539,149.7896728515625,80.73663366699219,807899.6448466185
2023-02-07,AAPL,1,532,152.67234802246094,81.22168914794922,812468.6632636107
2023-02-08,AAPL,1,537,149.9772491455078,80.5377827911377,806606.4544833982
2023-02-09,AAPL,1,809,148.94065856933594,120.49299278259278,803745.7807753142
2023-02-10,AAPL,1,539,149.30650329589844,80.47620527648925,804902.4517229613
2023-02-14,AAPL,1,537,151.47181701660156,81.34036573791504,813548.1898121184
2023-02-15,AAPL,1,535,153.57778930664062,82.16411727905273,823084.8248949889
2023-08-18,AAPL,-1,5330,172.9935760498047,882.6132250061036,922062.0047413328
2023-11-02,AAPL,1,1046,176.04718017578125,184.1453504638672,921179.3915163267
2023-11-03,AAPL,1,525,175.1350555419922,91.9459041595459,920041.1637989194
2023-11-06,AAPL,1,519,177.6929168701172,92.22262385559083,923967.6180412442
2023-11-07,AAPL,1,515,180.2606964111328,92.8342586517334,929242.0546581113
2023-11-08,AAPL,1,513,181.321533203125,93.01794653320313,931912.7002425992
2023-11-10,AAPL,1,509,185.04489135742188,94.18784970092774,943429.1130211637
2023-11-13,AAPL,1,511,183.45652770996094,93.74628565979005,937573.930222122
2023-11-14,AAPL,1,509,186.0773468017578,94.71336952209472,948325.1333383176
2023-11-15,AAPL,1,254,186.6431884765625,47.407369873046875,950859.8862316129
2024-01-22,AAPL,-1,2544,192.48043823242188,489.6702348632813,979420.8399152067
2024-01-23,AAPL,-1,2533,193.7610626220703,456.69482460021976,981949.6013667447
2024-02-06,AAPL,1,522,187.92381286621094,98.0962303161621,981492.9065421445
2024-02-07,AAPL,1,521,188.03302001953125,97.96520343017578,981451.8164458615
2024-02-08,AAPL,1,524,186.95094299316406,97.96229412841797,980225.2449039303
2024-02-09,AAPL,1,522,187.71630859375,97.9879130859375,981326.6105059201
2024-02-12,AAPL,1,788,186.02651977539062,146.58889758300782,977698.6537512814
2024-02-13,AAPL,1,528,183.92918395996094,97.11460913085938,971518.0297127073
2024-02-20,AAPL,1,531,180.47006225585938,95.82960305786133,959642.6057011106
2024-02-21,AAPL,-1,5311,181.2255401611328,713.3037260742187,962520.337133209
2024-05-06,AAPL,1,266,180.61917114257812,48.04469952392578,961807.0334071347
2024-05-07,AAPL,1,530,181.30503845214844,96.09167037963867,961941.4294119565
2024-05-08,AAPL,1,2648,181.64297485351562,480.99059741210937,962114.3351170651
2024-05-09,AAPL,1,263,183.46200561523438,48.25050747680664,967898.0864630124
2024-05-10,AAPL,1,528,182.19790649414062,96.20049462890626,963163.820513641
2024-05-13,AAPL,1,263,185.41287231445312,48.763585418701176,976683.0002680356
2024-05-15,AAPL,1,525,188.8368682861328,99.13935585021973,992035.3705632321
2025-01-28,AAPL,-1,5205,237.68663024902344,1193.8999437408447,1237308.5855469815
2025-02-26,AAPL,1,514,240.0452117919922,123.38323886108398,1236114.6856032407
2025-02-27,AAPL,1,520,236.98922729492188,123.23439819335938,1234420.5263328855
2025-02-28,AAPL,1,512,241.5232696533203,123.65991406250001,1238985.491733276
2025-03-03,AAPL,1,518,237.71826171875,123.1380595703125,1232979.2895523678
2025-03-04,AAPL,1,521,235.6210174560547,122.7585500946045,1228527.4393345944
2025-03-05,AAPL,1,521,235.4312744140625,122.65969396972656,1227914.19502095
2025-03-06,AAPL,1,521,235.0218048095703,122.44636030578613,1226519.7227354276
2025-03-07,AAPL,1,519,238.7569122314453,123.91483744812012,1239944.5109942625
2025-03-10,AAPL,1,524,227.1820831298828,119.0434115600586,1191831.3547017362
2025-03-11,AAPL,1,526,220.55078125,116.0097109375,1160744.1315111234
2025-03-21,AAPL,-1,2631,217.98414611816406,573.5162884368897,1147291.8856551663
2025-03-24,AAPL,-1,2615,220.44091796875,565.4309545898437,1153019.9891634826
2025-05-19,AAPL,1,551,208.77999877929688,115.03777932739258,1152454.5582088926
2025-05-20,AAPL,1,445,206.86000061035156,92.05270027160644,1151281.6014384762
2025-05-21,AAPL,1,567,202.08999633789062,114.585027923584,1146438.6244828338
2025-05-22,AAPL,1,568,201.36000061035156,114.3724803466797,1145183.0561327664
2025-05-23,AAPL,1,289,195.27000427246094,56.433031234741215,1132090.901456375
2025-05-27,AAPL,1,571,200.2100067138672,114.31991383361817,1143989.2743333434
2025-05-28,AAPL,1,571,200.4199981689453,114.43981895446778,1144503.0388616482
2025-05-29,AAPL,1,571,199.9499969482422,114.17144825744629,1142714.4546945493
2025-05-30,AAPL,1,856,200.85000610351562,171.92760522460938,1146320.021085037
2025-06-04,AAPL,1,284,202.82000732421875,57.60088208007813,1155976.4295699003
2025-06-06,AAPL,1,284,203.9199981689453,57.91327947998047,1161719.0804120633
